series,episode,baker,outcome,signature_handshake,technical,showstopper_handshake,signature_ingredients,showstopper_ingredients
9,4,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,4,Jon,IN,Yes,3,No,meringue;passion fruit and lime curd;white chocolate cream;mango;mango spheres,white chocolate;dark chocolate;white chocolate ganache;raspberry ganache;kirsch syrup joconde;raspberry and kirsch syrup
9,4,Karen,IN,No,7,No,meringue;irish coffee cream custard;hazelnut pralines;coffee caramel;dark chocolate;whiskey,dark chocolate;raspberry syllabub;raspberry liqueur chocolate brownie;raspberry liqueur coulis;white chocolate;mascarpone;royal icing
9,4,Kim-Joy,IN,No,6,No,meringue;whipped cream;passion fruit curd;raspberry;falked almonds,chocolate orange craquelin;orange liqueur cream;blanced almonds;dark chocolate;salted caramel sauce;choux
9,4,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,4,Manon,IN,No,8,No,mascarpone cream;kirsch;dark cherry;amarene cherry;meringue,white chocolate;crème anglaise;white chocolate mousse;raspberry curd;dark chocolate;raspberry;praline
9,4,Rahul,IN,No,4,No,rhubarb compote;cream custard;meringue;flaked almonds,chocolate joconde;plain joconde;coffee crème anglaise;coffee french buttercream;dark chocolate
9,4,Ruby,IN,No,2,No,rosted pineapple;coconut rum cream;meringue;desiccated coconut;meringue,pistachio;white chocolate coconut ganache;passion fruit curd;mango swiss meringue;milk chocolate
9,4,Terry,SKIP,NULL,NULL,NULL,NULL,NULL
9,5,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,5,Briony,IN,No,6,No,ginger;dried apricot;dark chocolate ganache;honeycomb;honey buttercream,turmeric;coriander;cloves;lemon juice
9,5,Dan,IN,No,2,No,white chocolate;ginger;lemon curd;lemon swiss meringue buttercream,cinnamon;apple royal icing
9,5,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,5,Jon,IN,No,7,No,stem ginger;gingerbread;lemon glitter balls;italian meringue buttercream,cinnamon marshmallow;cinnamon;raspberry chilli jam;sugar glass
9,5,Karen,OUT,No,9,No,crystallised ginger;cinder toffee;honeycomb;brandy;cream cheese frosting,liquorice;cardamom;sugar glass
9,5,Kim-Joy,STARBAKER,Yes,4,No,crystallised ginger;gingerbread;cream cheese frosting;salted caramel drizzle;poached pears,nutmeg;cinnamon;cardamom;cloves;isomalt glass
9,5,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,5,Manon,IN,Yes,5,No,lemon italian meringue;candied lemon;ginger;lemon curd,chocolate;tonka bean;timut pepper;cinnamon ganache
9,5,Rahul,IN,Yes,3,No,ginger honeycomb;cindar toffee;swiss meringue buttercream;ginger;stem ginger,cardamom;orange;mixed fruit sweets;vanilla
9,5,Ruby,IN,No,1,No,ginger snaps;toffee drizzle;orange mascarpone cream;ginger;rum,pistachio;cardamom;clove;cinnamon;raspberry;white chocolate ganache
9,5,Terry,OUT,No,8,No,Caramelised pears;stem ginger;vanilla cream;cream cheese frosting,pepper;cloves;all spice;vanilla;lemon royal icing
9,6,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,6,Briony,STARBAKER,No,1,No,beetroot;port soaked cranberries;spinach;mascarpone cheese;peanut butter;golden syrup,sweet potato;venison;mushroom
9,6,Dan,OUT,No,6,No,chopped walnut;pear;stilton;caramelised hazelnut;chopped banana,rice;boiled egg;lightly smoked salmon
9,6,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,6,Jon,IN,No,2,No,chicken;pesto;orange zest;vanilla crème patissiere,spiced minced beef;leeks;carrots
9,6,Karen,NULL,NULL,NULL,NULL,NULL,NULL
9,6,Kim-Joy,IN,No,5,No,kashmiri chilli;onion;paneer;crystallised ginger;chai spices;granny smith apples,beetroot;butternut squash;feta cheese;caramelised onion
9,6,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,6,Manon,IN,No,4,No,confit lemon;chicken;green olives;salted caramel;cox's apples,salmon paste;whiting;scallops 
9,6,Rahul,IN,Yes,3,No,ground coriander;potato;paneer;ricotta cheese;desiccated coconut;cashew nuts,rice;lamb curry
9,6,Ruby,IN,Yes,7,No,onion;peas;spiced potatoes;orange infused date;almond paste;chopped almonds;cumin seeds,rice;nigella seeds;chicken curry
9,6,Terry,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Briony,IN,No,5,No,onion;ground almonds;vegan goat's cheese;oat cream;apple syrup;celeriac puree;sweet potato;mixed spice;prosecco,dried raspberries;coffee liqueur ganache;roasted hazelnuts;mocha;chocolate
9,7,Dan,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Jon,OUT,No,4,No,sauteed mushrooms;baked mushrooms;sweet potato mash;garlic;vegan cream cheese;falafel;hummus,agar agar fondant;vegan chocolate cake;orange curd icing;meringue;orange zest;buttercream
9,7,Karen,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Kim-Joy,STARBAKER,Yes,6,No,tofu;indian black salt;nutritional yeast;balsamic beetroot;broccoli;tomato;onion,vanilla cookies;aguafaba royal icing;butter cream;dried lavender;lemon curd
9,7,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,7,Manon,IN,No,2,No,eggplant;zucchini;rosemary;chestnut;mushroom;cashew milk bechamel;tomato,matcha;turmeric;beetroot powder;cinnamon apples;vegan chocolate
9,7,Rahul,IN,No,1,No,eggplant;zucchini;carrot;vegan yogurt;chickpea curry;cashew nut paste,coconut;chocolate;vegan coconut buttercream;coconut syrup;raspberry jam;sugar shards
9,7,Ruby,IN,No,3,No,butternut squash;garlic salt;cashew milk and arrowroot cheese;nutritional yeast,chocolate;lemon;vanilla syrup;raspberries;coconut
9,7,Terry,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Briony,IN,No,1,No,chorizo;iberico ham;flaked mackerel;tomato;asparagus;sweet potato;fig jam;beetroot,toffee;dried blueberries;marshmallow;ginger crème patissiere
9,8,Dan,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Jon,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Karen,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Kim-Joy,IN,No,2,No,cucumber;radish;smoked slamon;boiled eggs;havarti cheese;tomato,royal icing;crème patissiere;white chocolate
9,8,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,8,Manon,OUT,No,4,No,mascarpone cream;gorgonzola cheese;strawberry;goats cheese;pear;radish;greens,bon bon;caramel;nougatine;marshmallow;pain au chocolat
9,8,Rahul,IN,No,5,No,smoked salmon;carrot;celeriac;shallots;curry powder;lemon;dill;cream cheese;beetroot;asparagus;pickled cucumber;sunflower seeds,orange zest;salted caramel;crème patissiere;fruit jelly;chocolate;marzipan;buttercream
9,8,Ruby,STARBAKER,No,3,No,egg;avocado;asparagus;chorizo;tandoori chicken;cumin seeds,frangipane;apricot;honeycomb;chocolate truffle;marzipan;crystallised ginger
9,8,Terry,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Briony,OUT,No,3,No,mint tea;lime zest;spiced rum;white chocolate;dark chocolate;coffee bean;espresso,coffee crème patissiere;walnut;cherry mousse;cherry jelly;blueberries;raspberries;chocolate;lemon
9,9,Dan,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Jon,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Karen,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Kim-Joy,IN,No,2,No,orange;lemon;ginger;chopped pistachios;white chocolate,mango;passion fruit;strawberry;orange crème diplomat;blue berry;french meringue;icing;sugar spirals
9,9,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Manon,NULL,NULL,NULL,NULL,NULL,NULL
9,9,Rahul,IN,No,4,No,chopped hazelnuts;white chocolate;dark chocolate;freeze dried raspberries;orange curd;lemon,lemon curd;blueberry;caramel glaze;chocolate;strawberry;raspberry;crème diplomat
9,9,Ruby,STARBAKER,No,1,No,raspberry;white chocolate;desiccated coconut;orange;stem ginger;dark chocolate,strawberry;mint;chocolate;hazelnut;crème chantilly;lemon verbena;swiss meringue;orange shortbread
9,9,Terry,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Antony,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Briony,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Dan,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Imelda,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Jon,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Karen,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Kim-Joy,RUNNERUP,No,1,No,lemon;lemon glaze;amaretto crème diplomat;orange glaze,ginger cake;ginger biscuit;orange buttercream;salted caramel;isomalt coral;nutmeg;cloves;crushed praline;fondant;crystallised ginger
9,10,Luke,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Manon,NULL,NULL,NULL,NULL,NULL,NULL
9,10,Rahul,WINNER,No,2,No,mango crème patissiere;orange;cinnamon;ginger;orange buttercream;royal icing,orange buttercream;cardamom crème diplomat;chocolate;orange;lemon joconde;orange curd;ginger biscuit
9,10,Ruby,RUNNERUP,No,3,No,dulce de leche;cinnamon;cardamom;freeze dried raspberry;white chocolate,passion fruit curd;praline;blueberry compote;salted pistachio brittle;choux;cardamom;lemon crème patissiere
9,10,Terry,NULL,NULL,NULL,NULL,NULL,NULL
10,1,Alice,IN,No,5,No,gingerbread;fig;blackberry,lemon;raspberries;lemon swiss meringue buttercream
10,1,Amelia,IN,No,4,No,mixed fruit;orange brandy;marzipan;glace cherries;royal icing;crystallised ginger,rice krispies;white chocolate ganache;red velvet;raspberry jam
10,1,Dan,OUT,No,9,No,dried fruit;spiced rum buttercream;coffee and almond brittle,lime zest;coconut;passionfruit curd;isomalt 
10,1,David,IN,No,10,No,orange zest;carrot;squash;almond florentines;hazelnut marzipan;marzipan;dried prunes;dried figs,rice krispies;chocolate;orange zest;fondant
10,1,Helena,IN,No,12,No,spiced pumpkin;maple cream cheese buttercream;dried prunes;toasted pecan,chocolate;chocolate buttercream;fondant;desiccated coconut;coffee
10,1,Henry,IN,No,1,No,chocolate;royal icing;dried fruit,chocolate;chocolate ganache;woodland berries;blackberry
10,1,Jamie,IN,No,13,No,marzipan;strawberry jam,salted carmael buttercream;vanilla biscuits;salted caramel sauce
10,1,Michael,IN,No,11,No,chai;sultanas;apricots,cinder toffee;chocolate;salted caramel buttercream
10,1,Michelle,STARBAKER,No,6,No,tea;pecan;welsh rum icing;mixed fruit,carrot;orange;cinnamon;fondant
10,1,Phil,IN,No,8,No,marzipan;cinnamon;ginger;nutmeg;allspice;cloves;sugar frosted fruits;run icing,rice krispies;sherbert;raspberry ripple buttercream
10,1,Priya,IN,No,7,No,dried papaya;dried pineapple;dried mango;marzipan,chocolate;orange zest;chocolate orange buttercream;meringue
10,1,Rosie,IN,No,2,No,dried apple;dried strawberry;dried mango;strawberry and mango jam;indian chai;french buttercream,chocolate;red velvet;fondant;vanilla italian meringue buttercream
10,1,Steph,IN,No,3,No,orange zest;candied oranges;apricot;marzipan,dark chocolate ganache;vanilla and raspberry buttercream;coconut
10,2,Alice,STARBAKER,No,1,No,marshmallow;salted peanut caramel;honeycomb,chocolate;coconut;lime;macaron
10,2,Amelia,IN,No,9,No,rosehip syrup;pistachio;almond;raisin,lemon zest;orange extract;viennese whirl;
10,2,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,2,David,IN,No,2,No,dark chocolate;chocolate;nougat;pistachio;coconut,almond tuile;fennel;lime;grapefruit;caraway;cardamom;lemon
10,2,Helena,IN,No,12,No,matcha;almond;salted caramel,chocolate;orange zest;lemon zest;earl grey;spiced macadamia nuts
10,2,Henry,IN,No,6,No,hazelnut;chocolate and cardamom mousse;dark chocolate,boiled sweets;almond tuile;ginger
10,2,Jamie,OUT,No,11,No,sour cherry caramel;dark chocolate,chocolate;ginger;lemon royal icing;lemon
10,2,Michael,IN,No,4,No,dark chocolate;lemon curd;lemon marshmallow;rosemary;gin,ginger;chocolate;orange;tuile;viennese whirl;chilli
10,2,Michelle,IN,No,8,No,raspberry jam;white chocolate;almond marshmallow,lemon zest;cardamom;pistachio;brandy snap;macarons
10,2,Phil,IN,No,3,No,orange zest;white chocolate;dried cranberries;milk chocolate,cherry;citrus peel;almonds;brandy snap
10,2,Priya,IN,No,7,No,cardamom;ruby chocolate;passionfruit jelly;raspberry and coconut barfi,langues de chat;orange;cinnamon;brandy snap
10,2,Rosie,IN,No,5,No,lime jelly;mint marshmallow;choocolate,Tuile;ginger;lemon zest
10,2,Steph,IN,No,10,No,coffee;coffee beans;caramel;dark chocolate,cinnamon;nutmeg;clove;brandy snap;ginger
10,3,Alice,IN,No,7,No,candied orange;chopped pistachios;dried rose petals;honey;orange blossom;spices,beetroot;walnut;linseeds;poppy seeds;carrot;coriander;garlic;rosemary;mixed seeds
10,3,Amelia,OUT,No,11,No,chorizo;peppers;caramlised onions;garlic;harissa,roasted red pepper;matcha powder;beetroot powder;garlic
10,3,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,3,David,IN,No,2,No,cinnamon;sugar glaze;brandy soaked fruit;vanilla buttercream,charcoal powder;annatto powder;beetroot powder;blue pea flower powder
10,3,Helena,IN,No,8,No,toasted pecans;cream cheese,parmesan;sesame seeds;charcoal powder;spirulina
10,3,Henry,IN,No,1,No,chicken;pesto;poppy seeds;sesame seeds;black olives,rosemary;black olive;walnut;parsley;raisin;caraway;thyme;sage;poppy seed flowers
10,3,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,3,Michael,STARBAKER,Yes,6,No,coconut chutney;paprika,black onion seeds;charcoal powder;smoked garlic;parmesan;red pepper;olive
10,3,Michelle,IN,No,5,No,pancetta;pear;black garlic;walnut;truffle;fruit compote;angiddy cheese;golden cenarth cheese,raspberry;passionfruit powder;raisins;hazelnut paste
10,3,Phil,IN,No,10,No,garlic;parsley;rosemary;gruyere cheese;grana padano cheese;smoked pancetta;chives,spelt;beetroot;parsley;sage;thyme;smoked applewood cheese
10,3,Priya,IN,No,4,No,onion;jalapeno;cheddar;red leicester;smoked paprika;chillies,italian seasoning;beetroot powder;blue pea flower powder
10,3,Rosie,IN,No,9,No,candied chilli;manchego;red onions;garlic;balsamic,sun-dried tomato;garlic;turmeric;coriander;beetroot;chilli 
10,3,Steph,IN,No,3,No,parmesan cheese;sun-dried tomatoes;basil sauce;lemon zest,beetroot;rosemary;turmeric;wholemeal;sesame seeds
10,4,Alice,IN,No,8,No,yogurt;cardamom;lemon;pistachio,carrot;coffee;chocolate cheesecake
10,4,Amelia,NULL,NULL,NULL,NULL,NULL,NULL
10,4,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,4,David,IN,No,2,No,lemon;poppy seed;limoncello glaze;yogurt,kewra water;cardamom;mango;carrot;fennel tuile
10,4,Helena,IN,No,9,No,buttercream;almond;buttermilk;orange zest,chocolate;coconut;parma violet;lemon sherbet
10,4,Henry,IN,No,3,No,spiced apple;apple crisps;yogurt;cinnamon;streusel,pistachio and raspberry icecream;orange;coconut
10,4,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,4,Michael,IN,No,7,No,sour cream;raspberry cheesecake swirl;lemon;raspberry,pistachio;mango;lemon;rosewater
10,4,Michelle,IN,No,5,No,rhubarb;pecan;meringue kisses;freeze-dried raspberries;apple crisps;buttermilk;custard buttercream,passion fruit;chocolate;tonka bean rice pudding;raspberry
10,4,Phil,OUT,No,6,No,rosewater syrup;buttercream;yogurt;,chocolate;elderflower;pistachio;blueberry
10,4,Priya,IN,No,10,No,banana;chocolate;yogurt;toffee sauce;chocolate chips;dried bananas,saffron;cardamom;mango;rosewater;lychee
10,4,Rosie,IN,No,4,No,lemon zest;limoncello;buttermilk;meringue kisses,rose water;sweet milk custard;orange
10,4,Steph,STARBAKER,No,1,No,chocolate;raspberry;buttermilk;raspberry coulis;pistachios,pistachio;rosewater;mango;date;walnut
10,5,Alice,IN,No,6,No,chocolate;orange curd;orange extract,caramelised rum pineapple;coconut buttercream
10,5,Amelia,NULL,NULL,NULL,NULL,NULL,NULL
10,5,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,5,David,IN,Yes,9,No,vanilla custard;glazed fruit,amaretto;lemon;aromatic bitters buttercream
10,5,Helena,OUT,No,1,No,modeling chocolate;lemon zest;lemon custard;lavender;meringue,red velvet;cream cheese icing;vanilla buttercream;raspberry vodka;isomalt;white chocolate
10,5,Henry,IN,No,3,No,raspberry curd;white chocolate mousse;lemon and lime custard;raspberry;candied lemon slices;italian meringue,italian meringue coffee buttercream;coffee liqueur;chocolate;hazelnut praline
10,5,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,5,Michael,IN,No,8,No,mango and lime custard;mango gelee discs;ginger;meringue kisses;white chocolate;dark chocolate ganache;ginger honeycomb;sugared lime peel,gin and lemon and blackberry syrup;blackberries;crème de mure buttercream
10,5,Michelle,OUT,No,7,No,blueberry compote;white chocolate custard;fig;strawberry;raspberry;blackberry,coconut extract;rum buttercream;toasted coconut flakes;pineapple
10,5,Phil,NULL,NULL,NULL,NULL,NULL,NULL
10,5,Priya,IN,No,2,No,lemon custard;raspberry custard;lemon;sliced fruit,passion fruit syrup;coconut buttercream;pineapple curd;royal icing
10,5,Rosie,IN,No,5,No,elderflower jelly;matcha;blackberry;custard,coffee liqueur;vodka swiss meringue buttercream;chocolate caramel;cream;dark chocolate ganache;royal icing
10,5,Steph,STARBAKER,No,4,No,lemon and lime and orange custard;italian meringue;blueberry,white rum swiss meringue buttercream;lime;coconut;candy shards
10,6,Alice,IN,No,1,No,chocolate;chocolate mousse;cherry compote;cherry buttercream,espresso;espresso chocolate mousse;pistachio parfait;praline;spiced rum mascarpone cream
10,6,Amelia,NULL,NULL,NULL,NULL,NULL,NULL
10,6,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,6,David,IN,No,2,No,clove;cinnamon;star anise;figs;blackberries;vanilla crème diplomat,white chocolate and raspberry mousse;lemon and shiso leaf sorbet;raspberry and rose water jelly
10,6,Helena,NULL,NULL,NULL,NULL,NULL,NULL
10,6,Henry,IN,No,4,No,pistachio;chocolate crème patissiere;raspberries;chocolate,cinnamon meringue;bramley apple mousse;spiced honey mousse;cinnamon chanilly cream
10,6,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,6,Michael,IN,No,6,No,chocolate;orange crème au beurre;hazelnut;dark chocolate and orange ganache;orange liqueur,cherry jelly;chocolate and almond mousse;chocolate and cherry italian meringue;cherry cheesecake;freeze-dried cherries
10,6,Michelle,NULL,NULL,NULL,NULL,NULL,NULL
10,6,Phil,NULL,NULL,NULL,NULL,NULL,NULL
10,6,Priya,OUT,No,7,No,amaretto crème patissiere;almond;blueberry crème au beurre,crème de cassis blackcurrant liqueur;dark chocolate mousse;summer fruit bavarois;dark chocolate ganache;raspberry meringue shards
10,6,Rosie,IN,No,5,No,salted caramel;raspberry and lime curd;chocolate ganache;raspberry cream,mango bavarois;honey cake;lemon;hibiscus mousse;caramelised salted white chocolate
10,6,Steph,STARBAKER,No,3,No,pistachio;raspberries;white chocolate cream cheese,coffee bavarois;dark chocolate mousse;amaretto;joconde sponge;chocolate
10,7,Alice,IN,No,6,No,lemon zest;blueberry;almond;freeze-dried blueberries;lemon curd glaze,
10,7,Amelia,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,7,David,IN,No,2,No,raisins;lemon;almond;malt powder,cloves;cinnamon;cardamom;nutmeg
10,7,Helena,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Henry,STARBAKER,Yes,3,No,chocolate;cardamom glaze;almond and chocolate crème patissiere,lemon;lime;raspberry and mint jam
10,7,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Michael,OUT,No,5,No,brandy glaze;marzipan;lemon zest;orange zest;fig;sultanas;cranberries;dates;apricots;brandy butter,spiced rum and lime marzipan;royal icing;ginger and lime curd
10,7,Michelle,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Phil,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Priya,NULL,NULL,NULL,NULL,NULL,NULL
10,7,Rosie,IN,No,1,No,lemon and white chocolate namelaka;raspberry jam;candy,lemon;mixed spice;nectarine jam;royal icing
10,7,Steph,IN,Yes,4,No,cranberries;sultanas;spiced glaze;orange zest;lemon zest;cinnamon;cloves;star anise,orange liqueur syrup;royal icing;marzipan;orange;chai;spice
10,8,Alice,IN,No,3,No,leek;goat cheese;honey;thyme;granny smith apple,granny smith apple;blackberry;toasted pecans;caramel
10,8,Amelia,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Dan,NULL,NULL,NULL,NULL,NULL,NULL
10,8,David,IN,No,1,No,heritage carrot;walnut;shallots;carrot top pesto;whipped sirene,crab;salmon;root vegetables;whitby;
10,8,Helena,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Henry,OUT,No,5,No,crab;new potato;tomato;radish,ham;chicken;cranberries;apricot;blackberries;mint leaves;chorizo;cinnamon;chocolate;pecan
10,8,Jamie,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Michael,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Michelle,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Phil,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Priya,NULL,NULL,NULL,NULL,NULL,NULL
10,8,Rosie,IN,No,2,No,eggplant;shallot;black garlic;red pepper;goat cheese;spice,chillies;curried vegetables;roasted vegetables;camembert
10,8,Steph,STARBAKER,No,4,No,onion;shallots;goat cheese;balsamic venegar caramel;basil,chillies;chickpea and potato curry
